,director_name,genres,actor_1_name,movie_title,imdb_score,plot_keywords,plot_keywords_vector,movie_id
2542,Sidney Lumet,Drama,Charlotte Rampling,The Verdict ,7.8,archdiocese|court|hospital|lawyer|malpractice,,
2543,Todd Phillips,Comedy,Ethan Suplee,Road Trip ,6.5,blonde|college|friend|highway travel|road trip,,
2544,Brian Robbins,Comedy|Drama|Romance|Sport,Paul Walker,Varsity Blues ,6.4,coach|coyote|popularity|quarterback|texas,,
2545,Michel Hazanavicius,Comedy|Drama|Romance,Bérénice Bejo,The Artist ,8.0,1920s|jack russell terrier|modern silent movie|movie star|movie studio,,
2546,David S. Goyer,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn ,4.8,babysitting|experiment|nightmare|possession|twin,,
2547,Wes Anderson,Adventure|Comedy|Drama|Romance,Bruce Willis,Moonrise Kingdom ,7.8,1960s|boy scouts|boy scouts camp|coming of age|young love,,
2548,Jonathan Liebesman,Horror,Matt Bomer,The Texas Chainsaw Massacre: The Beginning ,5.9,cannibal|car accident|leatherface|psychopath|slaughterhouse,,
2549,Cyrus Nowrasteh,Drama,Clive Russell,The Young Messiah ,5.4,based on novel,,
2550,Perry Andelin Blake,Comedy|Family,Jennifer Esposito,The Master of Disguise ,3.3,disguise|mask|master of disguise|restaurant|waiter,,
2551,Guillermo del Toro,Drama|Fantasy|War,Ivana Baquero,Pan's Labyrinth ,8.2,fairy|fairy tale|faun|princess|spain,,
2553,John Whitesell,Action|Comedy|Crime|Family,Leslie Bibb,See Spot Run ,5.4,boy|fbi|mailman|van|witness protection,,
2554,John Singleton,Crime|Drama|Romance|Thriller,Mo'Nique,Baby Boy ,6.4,cartoon on tv|family relationships|physical abuse|single parent|two word title,,
2555,Christian E. Christiansen,Drama|Horror|Thriller,Leighton Meester,The Roommate ,4.8,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,,
2556,Dennie Gordon,Adventure|Comedy|Drama,Brittany Daniel,Joe Dirt ,5.9,first part|grand canyon|highway travel|indian|janitor,,
2557,Sheldon Lettich,Action|Crime,Bolo Yeung,Double Impact ,5.5,boat|hong kong|murder|tunnel|twins,,
2558,Edgar Wright,Action|Comedy|Mystery,Bill Bailey,Hot Fuzz ,7.9,accident|conspiracy|police|police officer|village,,
2559,Diane English,Comedy|Drama,Jada Pinkett Smith,The Women ,4.9,beauty salon|divorce|fashion|new york|perfume,,
2560,Woody Allen,Drama|Romance,Scarlett Johansson,Vicky Cristina Barcelona ,7.2,art|artist|painter|sex|summer,,
2561,Peter Flinth,Action|Adventure|Drama|Romance|War,Gustaf Skarsgård,Arn: The Knight Templar ,6.6,first part|holy land|knight templar|monastery|sword and shield,,
2562,Jon Lucas,Comedy,Mila Kunis,Bad Moms ,6.7,lesbian kiss|mom|pta|reference to mad max|scene during end credits,,
2563,Robert Iscove,Comedy|Drama|Romance,Alyson Hannigan,Boys and Girls ,5.3,best friend|break up|friendship|graduation|male in underwear,,
2564,Peter Kosminsky,Drama,Patrick Fugit,White Oleander ,7.2,california|foster home|love|oleander|prison,,
2565,Karyn Kusama,Comedy|Fantasy|Horror,J.K. Simmons,Jennifer's Body ,5.1,cannibalism|cheerleader|condom|hook for hand|satanic ritual,,
2566,Nick Gomez,Comedy|Crime|Mystery,Will Ferrell,Drowning Mona ,5.6,crying woman|plot|suspect|waitress|younger man older woman relationship,,
2567,Woody Allen,Comedy,Mike Starr,Radio Days ,7.6,beach|cigarette girl|radio|woman holding a baby|working class,,
2568,Vic Armstrong,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,Left Behind ,3.1,bible quote|chaos|faith|riot|shrine,,
2569,Allen Coulter,Drama|Romance,Robert Pattinson,Remember Me ,7.2,binge drinking|new york|new york city|september 11 2001|suicide,,
2570,Clare Kilner,Comedy|Drama|Romance,Dylan Baker,How to Deal ,5.7,best friend|high school|mother|sister|wedding,,
2571,Richard Benjamin,Comedy|Romance|Sci-Fi,Jon Lovitz,My Stepmother Is an Alien ,5.2,alien|earth|female alien|mission|secret,,
2572,Jonathan Demme,Drama,Denzel Washington,Philadelphia ,7.7,aids|city name in title|gay|homophobia|lawyer,,
2573,Josef Rusnak,Mystery|Sci-Fi|Thriller,Gretchen Mol,The Thirteenth Floor ,7.0,amnesia|barricade|letter|time|virtual reality,,
2574,Lance Rivera,Comedy,Farrah Fawcett,The Cookout ,3.6,flatulence|interracial marriage|marriage,,
2575,Ronald Neame,Action|Drama|Sci-Fi|Thriller,Martin Landau,Meteor ,4.9,asteroid|meteor|nasa|nuclear weapon|satellite,,
2576,Bruce Paltrow,Comedy|Drama|Music,Lochlyn Munro,Duets ,6.0,convict|karaoke|middle america|salesman|singer,,
2577,Woody Allen,Comedy|Romance,Woody Allen,Hollywood Ending ,6.6,blind|director|psychosomatic blindness|self deprecating|studio,,
2578,Adam Rifkin,Comedy|Music,Natasha Lyonne,Detroit Rock City ,6.8,band|concert|high school|kiss|teenager,,
2579,Russell Mulcahy,Action|Adventure|Fantasy,Christopher Lambert,Highlander ,7.2,combat|head cut off|immortal|scotland|swordsman,,
2580,Susanne Bier,Drama,Alison Lohman,Things We Lost in the Fire ,7.2,best friend|dinner|garage|narcotics anonymous|recovery,,
2581,Kenneth Johnson,Action|Crime|Sci-Fi,Charles Napier,Steel ,2.8,fight|gang|junkyard|military|soldier,,
2582,James Gray,Drama|Romance,Jeremy Renner,The Immigrant ,6.6,immigrant|immigration|magician|money|prostitution,,
2583,James Ivory,Drama|History|Romance|War,Vanessa Redgrave,The White Countess ,6.7,countess|diplomat|japanese|russian|shanghai,,
2584,Danny Boyle,Crime|Drama|Mystery|Thriller,Rosario Dawson,Trance ,7.0,amnesia|criminal|heist|hypnotherapy|lost painting,,
2585,Jessy Terrero,Comedy,Mo'Nique,Soul Plane ,4.4,airline|airplane|bathroom|sex|toilet,,
2586,Dany Boon,Comedy|Romance,Dany Boon,Welcome to the Sticks ,7.1,alcohol|alcoholic drink|drunken man|france|provence,,
2587,Vicente Amorim,Drama|Romance|War,Viggo Mortensen,Good ,6.2,censorship|children|corpse|heil hitler|suffering,,
2588,Gaspar Noé,Drama|Fantasy,Paz de la Huerta,Enter the Void ,7.3,drug deal|drugs|explicit sex|love|stripper,,
2589,Amy Heckerling,Comedy|Horror|Romance,Taylor Negron,Vamps ,5.1,murder|new york city|one word title|vampire|vampire slayer,,
2590,Lasse Hallström,Drama|Family,Cary-Hiroyuki Tagawa,Hachi: A Dog's Tale ,8.1,dog|human animal relationship|japanese|loyalty|waiting,,
2591,Jérôme Salle,Crime|Drama|Thriller,Orlando Bloom,Zulu ,6.7,apartheid|corpse|male nudity|murder|police officer,,
2592,Tommy Lee Jones,Drama|Western,Barry Corbin,The Homesman ,6.6,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging,,
2593,Jesse Vaughan,Comedy|Drama|Romance|Sport,Vivica A. Fox,Juwanna Mann ,4.5,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,,
2595,Atom Egoyan,Drama|War,David Alpay,Ararat ,6.6,armenian|armenian genocide|customs agent|genocide|prayer,,
2596,William Bindley,Drama|Sport,Bruce Dern,Madison ,6.5,boat racing|hydroplane|loyalty|one word title|scolding,,
2597,Wayne Beach,Drama|Mystery|Thriller,Mekhi Phifer,Slow Burn ,5.9,district attorney|interview|murder|prosecutor|reporter,,
2598,Gérard Krawczyk,Action|Comedy|Crime|Drama|Thriller,Carole Bouquet,Wasabi ,6.6,french|inheritance|japan|letter|police detective hero,,
2599,James Gunn,Comedy|Horror|Sci-Fi,Dustin Milligan,Slither ,6.5,alien|b movie|sex|slug|small town,,
2600,Martin Brest,Action|Comedy|Crime,Judge Reinhold,Beverly Hills Cop ,7.3,drug dealer|drugs|murder|police brutality|police shootout,,
2601,Chris Columbus,Comedy|Family,Macaulay Culkin,Home Alone ,7.5,airport|child protagonist|child swearing|christmas|home alone,,
2602,Leonard Nimoy,Comedy|Drama|Family,Tom Selleck,3 Men and a Baby ,5.9,1980s|baby|heroin|package|questioned by police,,
2603,Sydney Pollack,Comedy|Drama|Romance,Bill Murray,Tootsie ,7.4,actor|actress|friend|love|reputation,,
2604,Tony Scott,Action|Drama|Romance,Tom Cruise,Top Gun ,6.9,flying|gay subtext|machismo|male objectification|pilot,,
2605,Ang Lee,Action|Drama|Romance,Chen Chang,"Crouching Tiger, Hidden Dragon ",7.9,bare midriff|china|magical realism|martial arts|sword,,
2606,Sam Mendes,Drama,Kevin Spacey,American Beauty ,8.4,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,,
2607,Tom Hooper,Biography|Drama|History|Romance,Colin Firth,The King's Speech ,8.0,king|king george vi|speech|speech therapist|throne,,
2608,Ivan Reitman,Comedy|Crime,Kelly Preston,Twins ,6.0,bare chested male|brother|catholic orphanage|long lost siblings|twins,,
2610,Udayan Prasad,Drama|Romance,Kristen Stewart,The Yellow Handkerchief ,6.8,louisiana|overalls|road trip|southern u.s.|teenage boy,,
2611,Steven Spielberg,Drama,Oprah Winfrey,The Color Purple ,7.8,book strap|girl|racial discrimination|racial tension|stereotype,,
2612,JK Youn,Action|Comedy|Drama|Thriller,Nicole Dionne,Tidal Wave ,5.7,korea|lifeguard|single father|tears|tsunami,,
2613,Timur Bekmambetov,Adventure|Drama|History,Morgan Freeman,Ben-Hur ,6.1,chariot race|epic|false accusation|jerusalem|slave,,
2614,Morten Tyldum,Biography|Drama|Thriller|War,Benedict Cumberbatch,The Imitation Game ,8.1,crossword puzzle|cryptography|enigma code|gay lead character|world war two,,
2615,Howard Zieff,Comedy|War,Eileen Brennan,Private Benjamin ,6.1,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,,
2616,Michael Apted,Biography|Drama|Music|Musical,Sissy Spacek,Coal Miner's Daughter ,7.5,country music|kissing while having sex|poverty|singer|title based on song,,
2617,Thor Freudenthal,Comedy|Family,Chloë Grace Moretz,Diary of a Wimpy Kid ,6.2,cheese|diary|friend|middle school|school,,
2618,Andrés Muschietti,Fantasy|Horror,Javier Botet,Mama ,6.2,aunt|children|death of sister|forest|hiding in a closet,,
2619,John Carpenter,Horror|Thriller,Jamie Lee Curtis,Halloween ,7.9,halloween|masked killer|michael myers|slasher|trick or treat,,
2620,Harold Ramis,Adventure|Comedy,Beverly D'Angelo,National Lampoon's Vacation ,7.4,amusement park|dog|family vacation|national lampoon series|vacation,,
2621,Jeff Tremaine,Comedy,Jackson Nicoll,Bad Grandpa ,6.6,child beauty pageant|grandson|hidden camera|jackass|road trip,,
2622,Stephen Frears,Biography|Drama,Roger Allam,The Queen ,7.3,monarchy|prime minister|princess diana|queen|speech,,
2623,Tim Burton,Comedy|Fantasy,Catherine O'Hara,Beetlejuice ,7.5,attic|ghost|surrealism|teenage girl|yuppie,,
2624,Tyler Perry,Comedy|Drama,Michael Jai White,Why Did I Get Married? ,5.6,marriage|overweight|psychologist|secret|work,,
2625,Gillian Armstrong,Drama|Family|Romance,Christian Bale,Little Women ,7.3,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,,
2626,James Watkins,Drama|Fantasy|Horror|Thriller,Daniel Radcliffe,The Woman in Black ,6.4,afterlife|baby boy|bird in a cage|ghost|reunited family,,
2627,Simon West,Horror|Thriller,Madeline Carroll,When a Stranger Calls ,5.0,babysitting|cell phone|high school|nightmare|teenager,,
2628,Shawn Levy,Adventure|Comedy|Family,Frankie Muniz,Big Fat Liar ,5.4,brunette|film producer|liar|prank|stunt,,
2629,Michael Cimino,Drama|War,Robert De Niro,The Deer Hunter ,8.2,escape|friend|party|pittsburgh steelers|vietnam,,
2630,Barry Levinson,Comedy|Drama,Robert De Niro,Wag the Dog ,7.1,death|election|hollywood|president|scandal,,
2631,Jim Fall,Adventure|Comedy|Family|Music|Romance,Clayton Snyder,The Lizzie McGuire Movie ,5.3,best friend|roma|singer|spaghetti|teenager,,
2632,Ric Roman Waugh,Action|Drama|Thriller,Dwayne Johnson,Snitch ,6.5,cigarette smoking|dea|drugs|inspired by true events|undercover,,
2633,Michael Dougherty,Comedy|Fantasy|Horror,Adam Scott,Krampus ,6.2,christmas|german|holiday|krampus|santa claus,,
2634,Robert Rodriguez,Horror|Mystery|Sci-Fi,Jordana Brewster,The Faculty ,6.4,alien|high school|ohio|photographer|water,,
2635,Brian Gibson,Biography|Drama|Music,Rae'Ven Kelly,What's Love Got to Do with It ,7.2,abusive husband|love|singer|tina turner|violence,,
2636,James Mangold,Crime|Drama|Thriller,Robert De Niro,Cop Land ,6.9,corruption|faked death|falling off a roof|internal affairs|nypd,,
2637,Joel Gallen,Comedy,Chris Evans,Not Another Teen Movie ,5.7,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,,
2638,David Ayer,Crime|Drama|Thriller,Jake Gyllenhaal,End of Watch ,7.7,lapd|police|police officer|south central los angeles|street gang,,
2639,Cameron Crowe,Comedy|Drama|Romance,Emma Stone,Aloha ,5.4,box office flop|critically bashed|hawaii|one word title|written by director,,
2640,Rob Cohen,Action|Crime|Drama|Thriller,Paul Walker,The Skulls ,5.6,college|friend|ivy league|secret society|suicide,,
2641,James Marsh,Biography|Drama|Romance,Eddie Redmayne,The Theory of Everything ,7.7,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,,
2642,John Whitesell,Comedy|Crime,Greg Grunberg,Malibu's Most Wanted ,5.1,los angeles california|person in car trunk|racial impersonation|south asian|street gang,,
2643,Matt Williams,Comedy|Drama|Romance,Natalie Portman,Where the Heart Is ,6.8,birth|oklahoma|photographer|tennessee|wal mart,,
2644,David Lean,Adventure|Biography|Drama|History|War,Claude Rains,Lawrence of Arabia ,8.4,arab|british military|desert|ottoman empire|t.e. lawrence,,
2645,Rob Zombie,Horror,Scout Taylor-Compton,Halloween II ,4.9,halloween|hospital|michael myers|rampage|vomiting,,
2646,Jean-Marc Vallée,Adventure|Biography|Drama,Michiel Huisman,Wild ,7.1,female protagonist|grief|hiking|loss of mother|mother daughter relationship,,
2647,Dennis Iliadis,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left ,6.6,kidnapping|lake|microwave oven|psychopath|woods,,
2648,Clare Kilner,Comedy|Romance,Jack Davenport,The Wedding Date ,6.1,chick flick|escort|male escort|wedding|wedding date,,
2649,Rick Rosenthal,Comedy|Horror|Thriller,Jamie Lee Curtis,Halloween: Resurrection ,4.1,cult film|halloween|killer|michael myers|serial killer,,
2650,Louis Leterrier,Action|Adventure|Fantasy,Liam Neeson,Clash of the Titans ,5.8,famous line|hand to hand combat|kraken|rape|zeus,,
2651,Rob Reiner,Adventure|Family|Fantasy|Romance,Robin Wright,The Princess Bride ,8.1,fairy tale|giant|pirate|princess|true love,,
2652,Denzel Washington,Biography|Drama,Denzel Washington,The Great Debaters ,7.6,college|debate|student|texas|wiley college,,
2653,Nicolas Winding Refn,Crime|Drama,Ryan Gosling,Drive ,7.8,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,,
2654,Sara Sugarman,Comedy|Family|Music|Romance,Adam Garcia,Confessions of a Teenage Drama Queen ,4.6,band|friend|new york city|suburb|teenager,,
2655,Nicholas Hytner,Comedy|Drama|Romance,Liam Aiken,The Object of My Affection ,6.0,baby|dancing|gay|name calling|penis slur,,
2656,Juan Carlos Fresnadillo,Drama|Horror|Sci-Fi,Jeremy Renner,28 Weeks Later ,7.0,paris france|rage|sniper|u.s. army|zombie apocalypse,,
2657,Thomas Carter,Drama|Family|Sport,Jessie T. Usher,When the Game Stands Tall ,6.7,coach|high school football,,
2658,Wayne Wang,Comedy|Drama|Family,Cicely Tyson,Because of Winn-Dixie ,6.4,10 year old|dog|florida|girl|supermarket,,
2659,Gina Prince-Bythewood,Drama|Romance|Sport,Alfre Woodard,Love & Basketball ,7.2,basketball movie|female basketball player|high school|nba|title directed by female,,
2660,George Armitage,Action|Comedy|Crime|Romance|Thriller,Minnie Driver,Grosse Pointe Blank ,7.4,assassin|high school|high school reunion|reunion|suburb,,
2661,Phil Traill,Comedy|Romance,Bradley Cooper,All About Steve ,4.8,blind date|crossword puzzle|eccentric|fall|mine shaft,,
2662,Joe Berlinger,Adventure|Fantasy|Horror|Mystery|Thriller,Kim Director,Book of Shadows: Blair Witch 2 ,4.0,convenience store|digit in title|punctuation in title|violence|witch,,
2663,Andrew Fleming,Drama|Fantasy|Horror|Thriller,Christine Taylor,The Craft ,6.2,coven|occult|outcast|spell|witch,,
2664,Woody Allen,Drama|Romance|Thriller,Scarlett Johansson,Match Point ,7.7,extramarital affair|infidelity|irony of fate|surprise ending|tennis,,
2665,Elizabeth Allen Rosenbaum,Adventure|Comedy|Family|Fantasy,Sierra McCormick,Ramona and Beezus ,6.7,aunt|cat|death of pet|girl|no opening credits,,
2666,James Ivory,Drama|Romance,Anthony Hopkins,The Remains of the Day ,7.9,butler|housekeeper|manor|servant|service,,
2667,Paul Thomas Anderson,Drama,Don Cheadle,Boogie Nights ,7.9,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,,
2668,Robert Harmon,Action|Crime|Drama|Romance|Thriller,Kieran Culkin,Nowhere to Run ,5.5,business|escaped convict|farm|motorcycle|widow,,
2669,Michael Mayer,Adventure|Drama|Family,Alison Lohman,Flicka ,6.2,father son relationship|horse|horse ranch|ranch|wild mustang,,
2670,Martin Weisz,Horror,Jeff Kober,The Hills Have Eyes II ,5.1,desert|fight|hill|murder|mutant,,
2671,John Ottman,Horror|Mystery|Thriller,Loretta Devine,Urban Legends: Final Cut ,4.1,film set|movie set|sequel|slow motion|urban legend,,
2672,Jay Russell,Drama|Family|Fantasy|Romance,William Hurt,Tuck Everlasting ,6.7,fountain of youth|immortality|secret|woods|young man,,
2673,John Bonito,Action|Drama|Thriller,Kelly Carlson,The Marine ,4.7,beating|marine|muscleman|tied up|tough guy,,
2674,Peter Atencio,Action|Comedy,Nia Long,Keanu ,6.4,car chase|gangsta|gun fight|hitman|kitten,,
2675,Shana Feste,Drama|Music,Leighton Meester,Country Strong ,6.3,country music|panties|pink panties|relapse|songwriter,,
2676,David Nutter,Horror|Mystery|Sci-Fi|Thriller,Bruce Greenwood,Disturbing Behavior ,5.5,blue ribbon|high school|jacket|jock|yogurt,,
2677,Derek Cianfrance,Crime|Drama|Thriller,Ryan Gosling,The Place Beyond the Pines ,7.3,bank|carnival|motorcycle|police|rookie cop,,
2678,Roger Donaldson,Action|Crime|Thriller,Luke Bracey,The November Man ,6.3,critically bashed|premarital sex|sex scene|sex standing up|stripper,,
2679,Stephan Elliott,Drama|Mystery|Thriller,Jason Priestley,Eye of the Beholder ,4.9,chicago illinois|false identity|femme fatale|new york city|spying,,
2680,Kathryn Bigelow,Drama|History|Thriller|War,Jeremy Renner,The Hurt Locker ,7.6,army|bomb|dangerous job|death|iraq,,
2681,Mark L. Lester,Action|Horror|Sci-Fi|Thriller,Heather Locklear,Firestarter ,6.0,captain|experiment|fire|psychic|secret government agency,,
2682,Andrew Dominik,Crime|Thriller,Brad Pitt,Killing Them Softly ,6.2,exploding car|hit by a car|poker game|punched in the face|shot to death,,
2683,Anton Corbijn,Crime|Drama|Thriller,Philip Seymour Hoffman,A Most Wanted Man ,6.8,intelligence|intelligence agency|secret service|surveillance camera|war on terror,,
2684,Tom Green,Comedy,Rip Torn,Freddy Got Fingered ,4.5,animator|bamboo cane|cartoonist|sausage|slacker,,
2685,Mike Nawrocki,Adventure|Animation|Comedy|Family,Yuri Lowenthal,The Pirates Who Don't Do Anything: A VeggieTales Movie ,5.7,17th century|king|pirate|vegetable|waiter,,
2686,Catherine Owens,Documentary|Music,Bono,U2 3D ,8.4,3d in title|digit in title|rock band|rocker|u2,,
2687,Douglas Aarniokoski,Action|Adventure|Fantasy|Sci-Fi,Christopher Lambert,Highlander: Endgame ,4.6,battle|explosion|immortal|revenge|sequel to cult film,,
2688,Bryan Barber,Crime|Drama|Musical|Romance,Cicely Tyson,Idlewild ,6.2,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,,
2689,Lone Scherfig,Drama|Romance,Anne Hathaway,One Day ,7.0,23 year time span|accidental death|best friend|loss of loved one|male female friendship,,
2690,Drew Barrymore,Drama|Sport,Daniel Stern,Whip It ,6.9,beauty pageant|friend|pageant|roller derby|texas,,
2691,Brian Koppelman,Crime|Drama|Thriller,Vin Diesel,Knockaround Guys ,6.1,mob|mobster|money|montana|sheriff,,
2692,James Foley,Crime|Thriller,Louis Lombardi,Confidence ,6.7,con|grifter|lap dance|organized crime|shot in the forehead,,
2693,Albert Brooks,Comedy,Jeff Bridges,The Muse ,5.6,directed by star|muse|satire|screenwriter|tiffany's,,
2694,Irwin Winkler,Biography|Drama|Music|Musical,Kevin McNally,De-Lovely ,6.6,cole porter|composer|love|party|tears,,
2695,Woody Allen,Comedy|Drama|Romance,Woody Allen,New York Stories ,6.4,12 year old|artist|hotel|three word title|written and directed by cast member,,
2696,Steve Gomer,Adventure|Family,Trevor Morgan,Barney's Great Adventure ,2.8,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,,
2697,RZA,Action,Rick Yune,The Man with the Iron Fists ,5.4,blacksmith|box office flop|chop socky|critically bashed|village,,
2698,Dean Parisot,Comedy|Drama|Romance,Catherine O'Hara,Home Fries ,5.0,baby|infidelity|pilot|pregnant|waitress,,
2699,Mark Piznarski,Drama|Romance,Bruce Greenwood,Here on Earth ,5.1,diner|love|private school|school|small town,,
2700,Terry Gilliam,Drama|Sci-Fi,Robert De Niro,Brazil ,8.0,black comedy|bureaucracy|dream|terrorist|wrongful arrest,,
2701,Sean McNamara,Family|Music|Romance,Oliver James,Raise Your Voice ,5.9,music school|scholarship|small town|stage fright|three word title,,
2703,Joel Coen,Comedy|Crime,Philip Seymour Hoffman,The Big Lebowski ,8.2,death|drug|nihilism|rug|white russian,,
2704,Craig Brewer,Drama|Music,Justin Timberlake,Black Snake Moan ,7.0,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,,
2705,Ron Shelton,Crime|Drama|Romance|Thriller,Khandi Alexander,Dark Blue ,6.6,corrupt|criminal|investigation|lapd|police,,
2706,Michael Winterbottom,Biography|Drama|History|Thriller|War,Angelina Jolie Pitt,A Mighty Heart ,6.7,fbi|journalist|missing|pakistan|reporter,,
2707,David Raynr,Comedy|Drama|Romance,James Franco,Whatever It Takes ,5.5,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,,
2708,Mort Nathan,Comedy,Vivica A. Fox,Boat Trip ,4.9,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,,
2709,Oliver Parker,Comedy|Drama|Romance,Colin Firth,The Importance of Being Earnest ,6.9,comedy of manners|false identity|farce|love|period drama,,
2710,Dan Curtis,Fantasy|Romance,Jennifer Jason Leigh,The Love Letter ,7.4,antique|desk|letter|love|time travel,,
2711,Wil Shriner,Adventure|Comedy|Family,Logan Lerman,Hoot ,5.6,fight|florida|montana|owl|school,,
2712,Martin McDonagh,Comedy|Crime|Drama,Elizabeth Berrington,In Bruges ,8.0,bruges|bullet|hope|irish|tourist,,
2713,Tina Gordon Chism,Comedy|Romance,Tyler James Williams,Peeples ,5.3,african american,,
2714,Peter Cattaneo,Comedy|Music,Emma Stone,The Rocker ,6.2,20 years later|drummer|hdtv|rock band|rock star,,
2715,Vicky Jenson,Comedy|Romance,J.K. Simmons,Post Grad ,5.3,graduation|graduation speech|title directed by female|tv studio|unemployment,,
2716,Gus Van Sant,Drama,Matt Damon,Promised Land ,6.6,corporate greed|corporation|natural gas|salesman|small town,,
2717,Woody Allen,Comedy|Romance,Larry David,Whatever Works ,7.2,atheist|limp|quantum mechanics|religion|runaway,,
2718,Mary Lambert,Drama|Mystery|Thriller,Matthew Settle,The In Crowd ,4.6,clique|country club|female protagonist|lip gloss|title directed by female,,
2719,Tommy Lee Jones,Adventure|Crime|Drama|Mystery|Western,Levon Helm,Three Burials ,7.5,cemetery|friend|journey|mexico|promise,,
2720,Peter Kassovitz,Drama|War,Robin Williams,Jakob the Liar ,6.5,german|ghetto|hope|nazi|radio,,
2721,Shane Black,Comedy|Crime|Mystery,Robert Downey Jr.,Kiss Kiss Bang Bang ,7.6,actor|detective sergeant|hotel|nightclub|thief,,
2722,Rodman Flender,Comedy|Fantasy|Horror|Thriller,Vivica A. Fox,Idle Hands ,6.2,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,,
2723,David Lynch,Drama|Mystery|Thriller,Naomi Watts,Mulholland Drive ,8.0,amnesia|car accident|female protagonist|lesbian sex|loss of memory,,
2724,Katja von Garnier,Drama|Fantasy|Horror|Romance,Olivier Martinez,Blood and Chocolate ,5.5,colorado|love|murder|rocky mountains|werewolf,,
2725,Woody Allen,Comedy|Drama|Romance,Anthony Hopkins,You Will Meet a Tall Dark Stranger ,6.3,call girl|charlatan|fortune teller|manuscript|writer,,
2726,Mark Romanek,Drama|Romance|Sci-Fi,Andrew Garfield,Never Let Me Go ,7.2,boarding school|childhood|love|love triangle|organ donation,,
2728,Brad Anderson,Crime|Drama|Mystery|Thriller,Thomas Kretschmann,Transsiberian ,6.7,35 mm digital camera|drugs|murder|train|travel,,
2729,Michael Chapman,Adventure|Drama|Fantasy,Curtis Armstrong,The Clan of the Cave Bear ,5.3,cave bear|cro magnon|neanderthal|survival|tradition,,
2730,Antonio Banderas,Comedy|Crime|Drama,Meat Loaf,Crazy in Alabama ,6.3,abusive husband|alabama|boy|dream|sheriff,,
2731,Michael Haneke,Crime|Drama|Horror|Thriller,Naomi Watts,Funny Games ,6.5,breaking the fourth wall|looking at the camera|remake|serial killer|violence,,
2732,Khalil Sullins,Drama|Sci-Fi|Thriller,Thomas Stroppel,Listening ,5.6,divorce papers|fainting|mind control|playground|technology,,
2733,Atom Egoyan,Drama|Thriller,Bob Hoskins,Felicia's Journey ,7.0,caterer|catering|chef|friend|lawn mower,,
2734,Fritz Lang,Drama|Sci-Fi,Brigitte Helm,Metropolis ,8.3,art deco|bible quote|dance|silent film|worker,,
2735,Pierre Morel,Action|Crime|Thriller,David Belle,District B13 ,7.2,bomb|gang|police|sister|undercover cop,,
2736,Gary Fleder,Crime|Drama,Steve Buscemi,Things to Do in Denver When You're Dead ,6.8,death|finger gun|video message|what happened to epilogue|wheelchair,,
2737,Hsiao-Hsien Hou,Action|Drama,Qi Shu,The Assassin ,6.4,black magic|china|love|refusal to kill|wuxia,,
2738,Gregor Jordan,Comedy|Crime|Drama|Thriller|War,Dean Stockwell,Buffalo Soldiers ,6.9,berlin wall|germany|murder|soldier|specialist,,
2739,Andrey Zvyagintsev,Drama|Mystery|Thriller,Konstantin Lavronenko,The Return ,8.0,boy|photograph|return|russian|wilderness,,
2740,Tony Jaa,Action,Nirut Sirichanya,Ong-bak 2 ,6.2,cult film|elephant|jungle|martial arts|stylized violence,,
2741,Neil Marshall,Action|Adventure|Drama|History|Thriller|War,Michael Fassbender,Centurion ,6.4,mushroom|mute|roman soldier|screaming|wood carving,,
2742,Russell Mulcahy,Action|Drama|Thriller,Christopher Heyerdahl,Silent Trigger ,5.6,assassin|die hard scenario|rangefinder|soldier|veteran,,
2743,Ryûhei Kitamura,Fantasy|Horror|Mystery,Bradley Cooper,The Midnight Meat Train ,6.1,butcher|girlfriend|mute character|photographer|subway,,
2744,Darrell Roodt,Biography|Drama|History,Jennifer Hudson,Winnie Mandela ,6.0,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,,
2745,Dito Montiel,Crime|Drama|Thriller,Channing Tatum,The Son of No One ,5.1,housing project|letter|man with glasses|murder|subjective camera,,
2746,Stefan Ruzowitzky,Action|Comedy|Drama|War,Eddie Izzard,All the Queen's Men ,4.5,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title,,
